benchmark cores inputsize label label1core median median_factor offset slowdown_factor stdev stdev_factor wcet wcet1core wcet_median_factor
malardalenmatmult 4.0 90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE90 2448612.5 1.0322151411015634 5.0 1.0391432816540722 12099.13989995879 1.4333034742963298 2474435.0 2381226.0 1.0105457682667225
malardalenmatmult 4.0 90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE90 2439147.5 1.0282251605266353 6.0 1.0383075776931714 11607.207619353356 1.3750275759481598 2472445.0 2381226.0 1.0136512859513416
malardalenmatmult 4.0 90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE90 2428341.5 1.0236698800097126 7.0 1.0307387874985408 9700.912490301582 1.1492016532713434 2454422.0 2381226.0 1.0107400462414369
malardalenmatmult 4.0 90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE90 2415691.5 1.0183372593786675 8.0 1.0222868387964854 8986.690472616323 1.0645925895005623 2434296.0 2381226.0 1.0077015214898095
malardalenmatmult 4.0 90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE90 2400076.0 1.0117545291443526 9.0 1.0172423785058622 6913.128450496295 0.8189516865068146 2422284.0 2381226.0 1.0092530403203899
malardalenmatmult 4.0 90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE90 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE90 2389026.0 1.0070963901741512 10.0 1.003718672650139 1491.9953083036153 0.17674661808255307 2390081.0 2381226.0 1.0004416025610436
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 7475803.0 1.5825968609308227 0.0 1.5918976095620043 43210.33465678522 7.136384632639948 7569185.0 4754819.0 1.0124912333832232
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 7334395.5 1.5526614726371404 1.0 1.569612428990462 48883.496694713336 8.073333321131281 7463223.0 4754819.0 1.017564842255916
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 7251366.0 1.5350844677234667 2.0 1.5724895101159477 68609.85717884588 11.331232083893441 7476903.0 4754819.0 1.0311026915480477
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 7225189.0 1.5295429040909598 3.0 1.5431651551825631 67673.62786131568 11.17660952502371 7337471.0 4754819.0 1.0155403547229007
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 7121484.0 1.5075889805508624 4.0 1.5177991002391469 72554.3501029457 11.982683152502156 7216860.0 4754819.0 1.0133927142151833
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 7004253.0 1.4827716582372887 5.0 1.488219635700118 65261.00385320898 10.77815362245904 7076215.0 4754819.0 1.0102740434989999
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 6880465.5 1.456566351740786 6.0 1.4691734848371725 60116.07453201161 9.92844498596168 6985654.0 4754819.0 1.0152879917790445
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 6745956.5 1.428091347628593 7.0 1.4406727154072532 57001.22547565205 9.414013401125368 6850138.0 4754819.0 1.015443547553264
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 6638288.0 1.4052983673800326 8.0 1.4178764743726313 63354.54605974503 10.46329338802398 6741746.0 4754819.0 1.0155850424085247
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 6525051.5 1.381326664347891 9.0 1.3959759561825593 57320.44475807647 9.466733927352033 6637613.0 4754819.0 1.017250668443
malardalenmatmult 4.0 100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE100 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE100 6480725.0 1.371942925937977 10.0 1.3650065333717225 13624.533459902397 2.2501540888868923 6490359.0 4754819.0 1.0014865620744593
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4595499.0 1.0823928294256404 0.0 1.0972622690309377 16968.04903495777 6.978191885642899 4662861.0 4249541.0 1.0146582558281483
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4516373.0 1.0637560252350327 1.0 1.0829124839600324 24260.120513656617 9.977091400687291 4601881.0 4249541.0 1.0189328915038682
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4506162.5 1.0613511129535045 2.0 1.0825093816014482 28665.43340976714 11.788797545690956 4600168.0 4249541.0 1.0208615423877856
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4495452.0 1.0588284340453895 3.0 1.076280473585265 23050.444493700066 9.479606311545538 4573698.0 4249541.0 1.0174055912508908
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4488397.5 1.057166864710877 4.0 1.0768351217225578 20826.016299830782 8.564799503722535 4576055.0 4249541.0 1.0195297987756209
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4479973.5 1.0551827325861434 5.0 1.0693270167295714 22376.036918543046 9.202252948240119 4544149.0 4249541.0 1.0143249731276311
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4465444.0 1.0517605521841586 6.0 1.0725097134019885 28355.0090251497 11.661134022478576 4557674.0 4249541.0 1.0206541611539637
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4441478.0 1.0461157622386021 7.0 1.0686029385291258 29800.822139878044 12.255731629107812 4541072.0 4249541.0 1.0224236166429284
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4426157.0 1.0425071572667308 8.0 1.070585976226609 27338.1718616059 11.242954841770006 4549499.0 4249541.0 1.0278666120519449
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4414327.0 1.0397207988816881 9.0 1.0566585897159246 19425.391094994135 7.988785642666271 4490314.0 4249541.0 1.0172137224994886
malardalenmatmult 4.0 110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE110 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE110 4403788.0 1.0372385139264924 10.0 1.0365462999415702 3284.69927593591 1.3508483967066824 4404846.0 4249541.0 1.0002402477140135
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6523369.0 1.1554704436468572 0.0 1.2024758613328206 85330.13356150905 19.914243236061786 6804277.0 5658556.0 1.043061798282452
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6435226.5 1.1398579505349173 1.0 1.1781883929398242 63774.44163154955 14.883601957322925 6666845.0 5658556.0 1.0359922840322715
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6406339.0 1.134741169245855 2.0 1.1607304054249883 44904.561411572824 10.479772162950319 6568058.0 5658556.0 1.0252435907622122
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6372017.0 1.1286617865577306 3.0 1.1638370283867474 56185.432251302474 13.11248813842734 6585637.0 5658556.0 1.0335247065411157
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6347962.0 1.1244009756911486 4.0 1.1592344407301085 57454.63194934148 13.408692426958842 6559593.0 5658556.0 1.0333384163295243
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6321444.5 1.1197039874494277 5.0 1.150148730524183 47335.72197711035 11.047153471607672 6508181.0 5658556.0 1.029540162853601
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6292778.0 1.1146263514192105 6.0 1.144844020276551 52289.83817459093 12.203339110356566 6478164.0 5658556.0 1.0294601207924385
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6291184.0 1.1143440095974964 7.0 1.140927826816594 60989.49030290181 14.233653388810412 6456004.0 5658556.0 1.0261985661204631
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6246407.0 1.1064127550486313 8.0 1.1338238942938799 56301.0260440124 13.139465277786263 6415806.0 5658556.0 1.0271194304181588
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6208124.5 1.0996318574389896 9.0 1.1263127907543904 51574.42054914032 12.036375811297395 6373304.0 5658556.0 1.0266069889545546
malardalenmatmult 4.0 120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE120 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE120 6278429.0 1.1120847436401795 10.0 1.1172935285963415 61997.708360874116 14.468950098231092 6322268.0 5658556.0 1.00698247921574
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 12495901.0 1.1633085516982382 0.0 1.1948279017850723 66491.34138979149 6.932075713458402 12879455.0 10779339.0 1.0306943853028285
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 12045140.5 1.1213449074265867 1.0 1.1433585120571865 69934.54852355494 7.291048356354022 12324649.0 10779339.0 1.0232050842412341
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11996947.5 1.1168583698786345 2.0 1.1319272916456196 80074.57550952496 8.348200059628992 12201428.0 10779339.0 1.01704437733015
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11960212.5 1.113438517268836 3.0 1.1267289209477502 72362.89118185054 7.544215984103376 12145393.0 10779339.0 1.0154830443020975
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11982325.0 1.1154970851423673 4.0 1.1345825564999859 67425.48851262197 7.029465515613371 12230050.0 10779339.0 1.0206742013757764
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11939280.0 1.1114898017453676 5.0 1.1304519692719563 84698.92585123295 8.830313159233246 12185525.0 10779339.0 1.020624778043567
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11936334.0 1.111215543251058 6.0 1.1234732482205079 69248.0369534304 7.219475876647677 12110299.0 10779339.0 1.0145744078542038
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11911819.0 1.1089333141308944 7.0 1.1245641314370018 79426.40142986714 8.280624467051473 12122058.0 10779339.0 1.017649613379787
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11897851.5 1.107633006758433 8.0 1.1271185552286647 77322.9544191406 8.0613289372452 12149593.0 10779339.0 1.0211585679986004
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11876140.5 1.1056118166124869 9.0 1.1198569782432857 74316.47807050378 7.747887799739856 12071318.0 10779339.0 1.0164344216035504
malardalenmatmult 4.0 150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES4_WRITEATTACK1_INPUTSIZE150 CIRCLE_PI4_BENCH_MÄLARDALEN_MATMULT_CORES1_INPUTSIZE150 11945558.0 1.1120742534857873 10.0 1.1083280709512893 71020.2791766785 7.404241547144886 11947044.0 10779339.0 1.0001243977049878
