label cores config_series config_benchmarks offset benchmark core cycles iteration
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239712584 14
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242397573 14
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337183837 14
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239366745 15
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240099038 15
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242585811 15
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337466485 15
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239441477 16
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239722004 16
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242207665 16
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338706859 16
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239139870 17
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242100177 17
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239649954 17
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338536181 17
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239406368 18
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239514188 18
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242252275 18
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338366710 18
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239252822 19
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242495181 19
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240074060 19
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337687474 19
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238999882 20
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239129363 20
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242156696 20
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336920832 20
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238864950 21
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239342335 21
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242118229 21
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337381903 21
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238838912 22
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242226873 22
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239590864 22
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336577828 22
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238730544 23
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 241788494 23
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239038598 23
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335806265 23
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238986290 24
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238809841 24
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 241708079 24
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337226497 24
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239518817 25
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240274266 25
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242549025 25
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338354539 25
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239129888 26
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239770440 26
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242501131 26
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338263875 26
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239013266 27
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242369772 27
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239517552 27
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336596713 27
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239354520 28
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242266755 28
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239172284 28
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336921204 28
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238584992 29
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242284211 29
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239411220 29
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336189550 29
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238765796 30
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238625755 30
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 241836956 30
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337255891 30
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238772940 31
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239417719 31
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242219654 31
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337742763 31
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239053995 32
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242260339 32
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239892582 32
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338453844 32
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 234725264 33
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 237855692 33
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 240365174 33
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338489981 33
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239064278 34
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239438939 34
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242194667 34
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337350543 34
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238760938 35
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242377010 35
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239658944 35
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336366798 35
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239608642 36
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240042492 36
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242436314 36
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338477367 36
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239142950 37
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239578092 37
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242307582 37
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338012966 37
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239356828 38
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242420756 38
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239758970 38
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338722540 38
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238997158 39
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242070069 39
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238980316 39
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336628859 39
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238886618 40
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239582336 40
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242246787 40
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337019249 40
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238872983 41
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239427494 41
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242146083 41
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337851102 41
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239366877 42
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239944398 42
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242701583 42
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337036426 42
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239044753 43
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242349549 43
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239513824 43
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335582042 43
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239239754 44
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239429375 44
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242274538 44
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335397351 44
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239099778 45
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239586172 45
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242407315 45
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336511258 45
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239241401 46
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242560989 46
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239759334 46
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336160895 46
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239101253 47
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239475878 47
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242345402 47
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337702962 47
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239067228 48
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239502219 48
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242234047 48
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337191059 48
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239132223 49
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242100510 49
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239236340 49
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335274181 49
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239383010 50
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239437013 50
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242378147 50
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337794268 50
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239288710 51
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239996321 51
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242601315 51
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337251724 51
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239284981 52
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239699816 52
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242392005 52
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336579789 52
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238959111 53
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239509796 53
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242260365 53
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338280668 53
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239621684 54
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240191267 54
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242743761 54
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336883731 54
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 234719858 55
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 237677904 55
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 240373755 55
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337312744 55
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239542483 56
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239776634 56
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242352244 56
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338489133 56
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238452156 57
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238580588 57
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 240145768 57
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337683119 57
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239250646 58
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242305143 58
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239601638 58
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337614690 58
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238988105 59
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239264324 59
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242237484 59
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337725709 59
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239301182 60
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239763548 60
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242523375 60
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337717320 60
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239626142 61
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240206698 61
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242654307 61
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338172462 61
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239152082 62
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239955656 62
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242471912 62
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338261334 62
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239157935 63
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239500242 63
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242232499 63
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337302813 63
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239659441 64
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239996560 64
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242476525 64
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338414770 64
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239140068 65
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239773538 65
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242343191 65
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337607522 65
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239203070 66
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239604236 66
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242258967 66
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338336025 66
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239410375 67
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240006066 67
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242615708 67
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338442525 67
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239094654 68
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242393462 68
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239759482 68
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336807507 68
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239573008 69
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242156063 69
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239363345 69
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 339405888 69
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238441968 70
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242121026 70
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239202014 70
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338375835 70
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238984438 71
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242050527 71
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239223994 71
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335886010 71
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238981070 72
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242209140 72
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239143224 72
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336035903 72
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238618058 73
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239789196 73
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242405657 73
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337045429 73
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239261248 74
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242369831 74
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239597684 74
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336815458 74
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239332190 75
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242443424 75
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239658412 75
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336991439 75
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239211368 76
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242756129 76
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240068528 76
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338649550 76
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239066906 77
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242018757 77
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239174155 77
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338449623 77
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 238844250 78
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242463975 78
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238398712 78
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335424285 78
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238589640 79
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239458767 79
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242149914 79
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336849118 79
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239506636 80
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 240115314 80
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242581017 80
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335920189 80
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239210673 81
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242467335 81
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239870018 81
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337198374 81
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239036438 82
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242260971 82
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239417636 82
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 335810086 82
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239220705 83
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242354381 83
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239443748 83
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 337327130 83
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239573756 84
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239689846 84
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242427886 84
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338403377 84
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239101500 85
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239566636 85
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242279257 85
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 336592543 85
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 238945666 86
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239465926 86
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242325348 86
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338025511 86
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239337965 87
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239703981 87
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242279449 87
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338339055 87
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239379503 88
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239862706 88
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242328979 88
BENCH1444_8000 4 '2111' '1222' 0 malardalenbsort100 0 338551423 88
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 3 239184153 89
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 2 242361799 89
BENCH1444_8000 4 '2111' '1222' 0 lineararraywrite 1 239599890 89
